Meta data,
  aggregation method, average
  max retention, 86400
  xFilesFactor, 0.5

Archive 0 info,
  offset, 28
  seconds per point, 1
  points, 86400
  retention, 86400
  size, 1036800

Archive 0 data,
127, 1513593713,      12053
128, 1513593714,      16943
129, 1513593715,       3650
130, 1513593716,      16992
131, 1513593717,       9724
132, 1513593718,       7078
133, 1513593719,      12852
134, 1513593720,       8573
135, 1513593721,      15762
136, 1513593722,      11790
137, 1513593723,       4302
138, 1513593724,       8575
139, 1513593725,      12858
140, 1513593726,      12848
141, 1513593727,       4318
142, 1513593728,      12857
143, 1513593729,       8575
144, 1513593730,      10906
145, 1513593731,      16157
146, 1513593732,       2931
147, 1513593733,      11732
148, 1513593734,       8572
149, 1513593735,       8654
150, 1513593736,      20335
151, 1513593737,      21238
152, 1513593738,       8705
153, 1513593739,       8573
154, 1513593740,      12857
155, 1513593741,      13686
156, 1513593742,       4787
157, 1513593743,      10893
158, 1513593744,       8574
159, 1513593745,       8573
160, 1513593746,      11295
161, 1513593747,       8238
162, 1513593748,       7149
163, 1513593749,      12854
164, 1513593750,       8571
165, 1513593751,      11358
166, 1513593752,      11228
167, 1513593753,       4286
168, 1513593754,       8569
169, 1513593755,      12852
170, 1513593756,      15692
171, 1513593757,       4101
172, 1513593758,       6475
173, 1513593759,      12858
174, 1513593760,       8575
175, 1513593761,      15774
176, 1513593762,       9609
177, 1513593763,       7847
178, 1513593764,      11648
179, 1513593765,       9784
180, 1513593766,      30165
181, 1513593767,       5344
182, 1513593768,       8578
183, 1513593769,      12892
184, 1513593770,       8572
185, 1513593771,      14618
186, 1513593772,      12257
187, 1513593773,       5694
188, 1513593774,       8573
189, 1513593775,      12857
190, 1513593776,      16509
191, 1513593777,       2371
192, 1513593778,       8579
193, 1513593779,      12857
194, 1513593780,       8573
195, 1513593781,      12260
196, 1513593782,      12352
197, 1513593783,       5915
198, 1513593784,       8572
199, 1513593785,      12855
200, 1513593786,      17190
201, 1513593787,       4542
202, 1513593788,       8572
203, 0,          0
204, 1513593790,      12852
205, 1513593791,       7980
206, 1513593792,      12252
207, 1513593793,       4794
208, 1513593794,      12858
209, 1513593795,       8575
210, 1513593796,      31752
211, 1513593797,       4001
212, 1513593798,       8572
213, 1513593799,      12860
214, 1513593800,       8573
215, 1513593801,       8474
216, 1513593802,      14486
217, 1513593803,       8602
218, 1513593804,       8577
219, 1513593805,       8574
220, 1513593806,      16170
221, 1513593807,       2381
222, 1513593808,       8573
223, 1513593809,       8578
224, 1513593810,      12856
225, 1513593811,       6240
226, 1513593812,      14585
227, 1513593813,       5807
228, 1513593814,       8609
229, 1513593815,       8576
230, 1513593816,      21525
231, 1513593817,        305
232, 1513593818,       7288
233, 1513593819,      12858
234, 1513593820,       8575
235, 1513593821,       7401
236, 1513593822,      13793
237, 1513593823,       4321
238, 1513593824,      11581
239, 1513593825,       9844
240, 1513593826,      31555
241, 1513593827,       2428
242, 1513593828,       4252
243, 1513593829,      12853
244, 1513593830,       8574
245, 1513593831,      10273
246, 1513593832,      12838
247, 0,          0
248, 1513593834,       8573
249, 1513593835,       8576
250, 1513593836,      18121
251, 1513593837,       3669
252, 1513593838,       4290
253, 1513593839,      12857
254, 1513593840,       9220
255, 0,          0
256, 1513593842,       9952
257, 1513593843,      14576
258, 1513593844,       6075
259, 1513593845,       8573
260, 1513593846,       8574
261, 1513593847,      20434
262, 1513593848,       3534
263, 1513593849,       4290
264, 1513593850,      12857
265, 1513593851,       8576
266, 1513593852,       6498
267, 1513593853,      14621
268, 1513593854,       4061
269, 1513593855,       8573
270, 1513593856,      12858
271, 1513593857,      26466
272, 1513593858,       7806
273, 1513593859,       8571
274, 1513593860,       8571
275, 1513593861,      12853
276, 1513593862,       9051
277, 1513593863,      15271
278, 1513593864,       6328
279, 1513593865,      11018
280, 1513593866,       8569
281, 1513593867,      18224
282, 1513593868,        470
283, 1513593869,       8537
284, 1513593870,      12857
285, 1513593871,       8573
286, 1513593872,       7840
287, 1513593873,      11592
288, 1513593874,       7100
289, 1513593875,       8575
290, 1513593876,       8573
291, 1513593877,      20378
292, 1513593878,       3514
293, 1513593879,       4289
294, 1513593880,       9306
295, 1513593881,      12123
296, 1513593882,       6393
297, 1513593883,      14483
298, 1513593884,       5287
299, 1513593885,       8573
300, 1513593886,      12856
301, 1513593887,      29142
302, 1513593888,       4751
303, 1513593889,          9
304, 1513593890,      12856
305, 1513593891,      12856
306, 1513593892,       8008
307, 1513593893,      11242
308, 1513593894,       8074
309, 1513593895,       8586
310, 1513593896,      11986
311, 1513593897,      15692
312, 1513593898,       2821
313, 1513593899,       4289
314, 1513593900,      12898
315, 1513593901,      12853
316, 1513593902,       6766
317, 1513593903,      11591
318, 1513593904,       8677
319, 1513593905,       8575
320, 1513593906,      12856
321, 1513593907,      16811
322, 1513593908,       3440
323, 1513593909,       4290
324, 1513593910,       8578
325, 1513593911,      12858
326, 1513593912,       6123
327, 1513593913,      10505
328, 1513593914,       7791
329, 1513593915,       8576
330, 1513593916,       8573
331, 1513593917,      30774
332, 1513593918,       3154
333, 1513593919,          5
334, 1513593920,      16854
335, 1513593921,       8573
336, 1513593922,       8279
337, 1513593923,       9585
338, 1513593924,       8775
339, 1513593925,       8577
340, 1513593926,       8573
341, 1513593927,      15013
342, 1513593928,       2591
343, 1513593929,       4288
344, 1513593930,       8571
345, 1513593931,      12858
346, 1513593932,       6976
347, 1513593933,      13709
348, 1513593934,       8636
349, 1513593935,       4285
350, 1513593936,      12856
351, 1513593937,      18878
352, 1513593938,       1776
353, 1513593939,       8570
354, 1513593940,      12858
355, 1513593941,       8578
356, 1513593942,       7143
357, 1513593943,      15644
358, 1513593944,       5546
359, 1513593945,       4289
360, 1513593946,      12861
361, 1513593947,      22017
362, 1513593948,      12621
363, 1513593949,          6
364, 1513593950,      17141
365, 1513593951,       8572
366, 1513593952,       6447
367, 1513593953,      11607
368, 1513593954,       6724
369, 1513593955,       4297
370, 1513593956,       8573
371, 1513593957,      19362
372, 1513593958,       3691
373, 1513593959,          8
374, 1513593960,      12857
375, 1513593961,       8573
376, 1513593962,       9194
377, 1513593963,      11735
378, 1513593964,       8640
379, 1513593965,       4289
380, 1513593966,      12854
381, 1513593967,      19363
382, 1513593968,       6985
383, 1513593969,          4
384, 1513593970,      12879
385, 1513593971,       8569
386, 1513593972,       6656
387, 1513593973,      12158
388, 1513593974,       8569
389, 1513593975,       8571
390, 1513593976,       6716
391, 1513593977,      22005
392, 1513593978,       6207
393, 1513593979,          5
394, 1513593980,      12856
395, 1513593981,      12857
396, 1513593982,       6494
397, 1513593983,      15468
398, 1513593984,       7992
399, 1513593985,       8573
400, 1513593986,       8575
401, 1513593987,      20188
402, 1513593988,       2683
403, 1513593989,          6
404, 1513593990,      12858
405, 1513593991,       8573
406, 1513593992,       9904
407, 1513593993,       5790
408, 1513593994,      11576
409, 1513593995,       4293
410, 1513593996,       8573
411, 1513593997,      15950
412, 1513593998,       4891
413, 1513593999,          9
414, 1513594000,       8575
415, 1513594001,      12855
416, 1513594002,      10241
417, 1513594003,      11958
418, 1513594004,       8642
419, 1513594005,       6878
420, 1513594006,       4286
421, 1513594007,      17890
422, 1513594008,       2970
423, 1513594009,          6
424, 1513594010,      12853
425, 1513594011,      12854
426, 1513594012,       6530
427, 1513594013,      17329
428, 1513594014,       8693
429, 1513594015,       4289
430, 1513594016,      12856
431, 1513594017,      21319
432, 1513594018,       3334
433, 1513594019,         23
434, 1513594020,         11
435, 1513594021,      21424
436, 1513594022,       5528
437, 1513594023,      10581
438, 1513594024,       7732
439, 1513594025,       7699
440, 1513594026,       4765
441, 1513594027,      16852
442, 1513594028,       4765
443, 1513594029,         94
444, 1513594030,          9
445, 1513594031,      21427
446, 1513594032,       6237
447, 1513594033,       4876
448, 1513594034,       6711
449, 1513594035,       8590
450, 1513594036,       4291
451, 1513594037,      17419
452, 1513594038,       1411
453, 1513594039,          4
454, 1513594040,       8571
455, 1513594041,      12857
456, 1513594042,       7108
457, 1513594043,       7749
458, 1513594044,       9143
459, 1513594045,       3890
460, 1513594046,       8573
461, 1513594047,      21392
462, 1513594048,       2767
463, 1513594049,          7
464, 1513594050,      12857
465, 1513594051,       8588
466, 1513594052,      10572
467, 1513594053,      13313
468, 1513594054,       8850
469, 1513594055,       8990
470, 1513594056,       6277
471, 1513594057,      18821
472, 1513594058,       1746
473, 1513594059,          9
474, 1513594060,       8573
475, 1513594061,      17141
476, 1513594062,       5057
477, 1513594063,       5991
478, 1513594064,       8765
479, 1513594065,       3562
480, 1513594066,       8573
481, 1513594067,      13664
482, 1513594068,        277
483, 1513594069,       4290
484, 1513594070,       8572
485, 1513594071,      12856
486, 1513594072,       8371
487, 1513594073,      13234
488, 1513594074,       6601
489, 1513594075,       8571
490, 1513594076,      12855
491, 1513594077,      15769
492, 1513594078,        108
493, 1513594079,          2
494, 1513594080,      21420
495, 1513594081,       6319
496, 1513594082,      13232
497, 1513594083,      10901
498, 1513594084,       4290
499, 1513594085,       8624
500, 1513594086,      22185
501, 1513594087,       6674
502, 1513594088,         23
503, 1513594089,          8
504, 1513594090,      21424
505, 1513594091,       7644
506, 1513594092,      11078
507, 1513594093,       8158
508, 1513594094,       8572
509, 1513594095,      12856
510, 1513594096,      14636
511, 1513594097,       7689
512, 1513594098,       8584
513, 1513594099,       4292
514, 1513594100,          6
515, 1513594101,       5393
516, 1513594102,       8468
517, 1513594103,       8855
518, 1513594104,       3959
519, 1513594105,      13293
520, 1513594106,       6482
521, 1513594107,      12074
522, 1513594108,       4847
523, 1513594109,       6130
524, 1513594110,       8571
525, 1513594111,      10084
526, 1513594112,        330
527, 1513594113,          5
528, 1513594114,      11110
529, 1513594115,       8569
530, 1513594116,      10079
531, 1513594117,       3576
532, 1513594118,      19092
533, 1513594119,       8585
534, 1513594120,       4289
535, 1513594121,      23130
536, 1513594122,        526
537, 1513594123,       3782
538, 1513594124,        132
539, 1513594125,      17142
540, 1513594126,       6323
541, 1513594127,       4626
542, 1513594128,       9811
543, 1513594129,       8611
544, 1513594130,       4289
545, 1513594131,      17248
546, 1513594132,       4951
547, 1513594133,         99
548, 1513594134,         10
549, 1513594135,      17140
550, 1513594136,       6315
551, 1513594137,       1575
552, 1513594138,      12769
553, 1513594139,       7481
554, 1513594140,       4289
555, 1513594141,       9158
556, 1513594142,         61
557, 1513594143,       4336
558, 1513594144,       4292
559, 1513594145,      12854
560, 1513594146,       7395
561, 1513594147,        590
562, 1513594148,      14808
563, 1513594149,       6939
564, 1513594150,       8572
565, 1513594151,      14515
566, 1513594152,       2926
567, 1513594153,          2
568, 1513594154,       4287
569, 1513594155,      12862
570, 1513594156,       6454
571, 1513594157,          7
572, 1513594158,      22196
573, 1513594159,       3668
574, 1513594160,       8576
575, 1513594161,      20470
576, 1513594162,        451
577, 1513594163,          7
578, 1513594164,          6
579, 1513594165,      17145
580, 1513594166,       6981
581, 1513594167,          5
582, 1513594168,      16009
583, 1513594169,       4291
584, 1513594170,       8573
585, 1513594171,      13086
586, 1513594172,       2341
587, 1513594173,          6
588, 1513594174,       8576
589, 1513594175,      12856
590, 1513594176,       8129
591, 1513594177,       4907
592, 1513594178,       9238
593, 1513594179,       4291
594, 1513594180,       8572
595, 1513594181,      16244
596, 1513594182,       4055
597, 1513594183,         61
598, 1513594184,          2
599, 1513594185,      17136
600, 1513594186,       7871
601, 1513594187,       4230
602, 1513594188,      12448
603, 1513594189,       8569
604, 1513594190,       4301
605, 1513594191,      14946
606, 1513594192,       2330
607, 1513594193,          7
608, 1513594194,       8573
609, 1513594195,      12856
610, 1513594196,       7903
611, 1513594197,      12400
612, 1513594198,      10735
613, 1513594199,       7097
614, 1513594200,       8584
615, 1513594201,      21543
616, 1513594202,       2470
617, 1513594203,          5
618, 1513594204,          6
619, 1513594205,      17142
620, 1513594206,       9087
621, 1513594207,       4152
622, 1513594208,       9593
623, 1513594209,       8610
624, 1513594210,       8589
625, 1513594211,       9777
626, 1513594212,       3035
627, 1513594213,       4344
628, 1513594214,          5
629, 1513594215,       3460
630, 1513594216,      19853
631, 1513594217,          4
632, 1513594218,      12442
633, 1513594219,       6636
634, 1513594220,       8569
635, 1513594221,      11568
636, 1513594222,       4689
637, 1513594223,          5
638, 1513594224,          2
639, 1513594225,          2
640, 1513594226,      16575
641, 1513594227,       3559
642, 1513594228,      17405
643, 1513594229,       8607
644, 1513594230,       8572
645, 1513594231,      19507
646, 1513594232,       4281
647, 1513594233,         20
648, 1513594234,          5
649, 1513594235,       8575
650, 1513594236,       1753
651, 1513594237,          7
652, 1513594238,      10321
653, 1513594239,      15390
654, 1513594240,          6
655, 1513594241,       8285
656, 1513594242,       9213
657, 1513594243,      11027
658, 1513594244,       8578
659, 1513594245,       4289
660, 1513594246,      16563
661, 1513594247,       3975
662, 1513594248,       6144
663, 1513594249,       2326
664, 1513594250,          5
665, 1513594251,       8932
666, 1513594252,       1797
667, 1513594253,      22706
668, 1513594254,        102
669, 1513594255,       7665
670, 1513594256,       8470
671, 1513594257,       4090
672, 1513594258,       3750
673, 1513594259,          4
674, 1513594260,       2136
675, 1513594261,      12043
676, 1513594262,          4
677, 1513594263,      18601
678, 1513594264,       3535
679, 1513594265,       8578
680, 1513594266,      10397
681, 1513594267,       3982
682, 1513594268,          6
683, 1513594269,          8
684, 1513594270,      12865
685, 1513594271,       9165
686, 1513594272,          6
687, 1513594273,       9563
688, 1513594274,       8601
689, 1513594275,       8576
690, 1513594276,      16672
691, 1513594277,      12754
692, 1513594278,         50
693, 1513594279,       2237
694, 1513594280,      13878
695, 1513594281,      10071
696, 1513594282,          9
697, 1513594283,      12075
698, 1513594284,       8573
699, 1513594285,       4289
700, 1513594286,      15404
701, 1513594287,      13062
702, 1513594288,        330
703, 1513594289,          4
704, 1513594290,          4
705, 1513594291,      23160
706, 1513594292,          2
707, 1513594293,       9705
708, 1513594294,       8569
709, 1513594295,       8613
710, 1513594296,       9925
711, 1513594297,       6091
712, 1513594298,       4577
713, 1513594299,          7
714, 1513594300,          6
715, 1513594301,       2657
716, 1513594302,          5
717, 1513594303,      24531
718, 1513594304,        215
719, 1513594305,       4291
720, 1513594306,      11188
721, 1513594307,       3852
722, 1513594308,       7609
723, 1513594309,       8576
724, 1513594310,       8573
725, 1513594311,      10624
726, 1513594312,       4904
727, 1513594313,       8038
728, 1513594314,          6
729, 1513594315,          5
730, 1513594316,      14028
731, 1513594317,          9
732, 1513594318,      16108
733, 1513594319,      20006
734, 1513594320,       1709
735, 1513594321,      10742
736, 1513594322,       6255
737, 1513594323,       8575
738, 1513594324,       8572
739, 1513594325,       4288
740, 1513594326,      10760
741, 1513594327,      21638
742, 1513594328,       4687
743, 1513594329,       1711
744, 1513594330,          1
745, 1513594331,         46
746, 1513594332,          2
747, 1513594333,      18476
748, 1513594334,       1724
749, 1513594335,          7
750, 1513594336,       9749
751, 1513594337,          7
752, 1513594338,      10389
753, 1513594339,       6134
754, 1513594340,       8593
755, 1513594341,       9009
756, 1513594342,       8957
757, 1513594343,        120
758, 1513594344,       4768
759, 1513594345,          7
760, 1513594346,      21633
761, 1513594347,          5
762, 1513594348,       7052
763, 1513594349,       8413
764, 1513594350,      11378
765, 1513594351,       7480
766, 1513594352,       9109
767, 1513594353,       4802
768, 1513594354,         21
769, 1513594355,       4289
770, 1513594356,          6
771, 1513594357,       2754
772, 1513594358,      14529
773, 1513594359,      11588
774, 1513594360,          4
775, 1513594361,       7524
776, 1513594362,       8282
777, 1513594363,       7269
778, 1513594364,        122
779, 1513594365,       8569
780, 1513594366,       8569
781, 1513594367,       9459
782, 1513594368,      14052
783, 1513594369,       8877
784, 1513594370,       3141
785, 1513594371,          7
786, 1513594372,         20
787, 1513594373,       9444
788, 1513594374,      12902
789, 1513594375,          6
790, 1513594376,      14228
791, 1513594377,      10042
792, 1513594378,       3714
793, 1513594379,       7130
794, 1513594380,       6484
795, 1513594381,       6405
796, 1513594382,      14547
797, 1513594383,       9428
798, 1513594384,        179
799, 1513594385,         11
800, 1513594386,          5
801, 1513594387,      22662
802, 1513594388,       1178
803, 1513594389,      11923
804, 1513594390,       8579
805, 1513594391,       8572
806, 1513594392,      14817
807, 1513594393,       5897
808, 1513594394,       7221
809, 1513594395,        281
810, 1513594396,       6004
811, 1513594397,          4
812, 1513594398,          4
813, 1513594399,       1066
814, 1513594400,          2
815, 1513594401,      18786
816, 1513594402,        606
817, 1513594403,      17680
818, 1513594404,       6964
819, 1513594405,       6886
820, 1513594406,       8588
821, 1513594407,       8574
822, 1513594408,       8573
823, 1513594409,      25813
824, 1513594410,       8865
825, 1513594411,       2988
826, 1513594412,         41
827, 1513594413,          7
828, 1513594414,        905
829, 1513594415,          7
830, 1513594416,       5031
831, 1513594417,      17443
832, 1513594418,        115
833, 1513594419,       7228
834, 1513594420,          6
835, 1513594421,      12033
836, 1513594422,       9142
837, 1513594423,       3859
838, 1513594424,       7862
839, 1513594425,      10297
840, 1513594426,       2210
841, 1513594427,       4324
842, 1513594428,       4754
843, 1513594429,          6
844, 1513594430,         24
845, 1513594431,          7
846, 1513594432,       6263
847, 1513594433,         89
848, 1513594434,      11386
849, 1513594435,       7927
850, 1513594436,       5236
851, 1513594437,      10413
852, 1513594438,       6142
853, 1513594439,       4314
854, 1513594440,       8424
855, 1513594441,      19871
856, 1513594442,       9475
857, 1513594443,       1527
858, 1513594444,          6
859, 1513594445,          7
860, 1513594446,       1723
861, 1513594447,         17
862, 1513594448,      18165
863, 1513594449,       4508
864, 1513594450,       4289
865, 1513594451,       2325
866, 1513594452,       7342
867, 1513594453,       3494
868, 1513594454,       8146
869, 1513594455,      12856
870, 1513594456,      16752
871, 1513594457,       7733
872, 1513594458,      13121
873, 1513594459,       4564
874, 1513594460,       1177
875, 1513594461,          5
876, 1513594462,        208
877, 1513594463,       1369
878, 1513594464,       7833
879, 1513594465,       5183
880, 1513594466,       3106
881, 1513594467,       5336
882, 1513594468,       6768
883, 1513594469,       7960
884, 1513594470,          3
885, 1513594471,      12855
886, 1513594472,       6145
887, 1513594473,      10410
888, 1513594474,       4792
889, 1513594475,      10027
890, 1513594476,        519
891, 1513594477,          2
892, 1513594478,          4
893, 1513594479,         11
894, 1513594480,       1050
895, 1513594481,       8658
896, 1513594482,       8642
897, 1513594483,       4289
898, 1513594484,      11392
899, 1513594485,      13369
900, 1513594486,       4965
901, 1513594487,      14736
902, 1513594488,        535
903, 1513594489,       7232
904, 1513594490,        133
905, 1513594491,          6
906, 1513594492,          6
907, 1513594493,      17445
908, 1513594494,       6698
909, 1513594495,       2788
910, 1513594496,      10384
911, 1513594497,       8612
912, 1513594498,       8576
913, 1513594499,      20081
914, 1513594500,       3341
915, 1513594501,       3187
916, 1513594502,       9357
917, 1513594503,       6671
918, 1513594504,        203
919, 1513594505,       3055
920, 1513594506,         71
921, 1513594507,       4287
922, 1513594508,       8572
923, 1513594509,       5340
924, 1513594510,          4
925, 1513594511,       1841
926, 1513594512,       3755
927, 1513594513,         48
928, 1513594514,          4
929, 1513594515,        990
930, 1513594516,       1545
931, 1513594517,       2496
932, 1513594518,         45
933, 1513594519,       4290
934, 1513594520,       5627
935, 1513594521,       2425
936, 1513594522,       6365
937, 1513594523,       4383
938, 1513594524,       4290
939, 1513594525,      12297
940, 1513594526,       2372
941, 1513594527,       5985
942, 1513594528,       6433
943, 1513594529,         66
944, 1513594530,          6
945, 1513594531,          9
946, 1513594532,          6
947, 1513594533,        624
948, 1513594534,          9
949, 1513594535,       3652
950, 1513594536,      16805
951, 1513594537,       9200
952, 1513594538,       7508
953, 1513594539,       4812
954, 1513594540,       7341
955, 1513594541,      11258
956, 1513594542,          7
957, 1513594543,       7883
958, 1513594544,      12951
959, 1513594545,      15012
960, 1513594546,       3342
961, 1513594547,       5428
962, 1513594548,         38
963, 1513594549,         24
964, 1513594550,          4
965, 1513594551,       5906
966, 1513594552,       4543
967, 1513594553,        296
968, 1513594554,       1364
969, 1513594555,         19
970, 1513594556,       6589
971, 1513594557,      14146
972, 1513594558,        183
973, 1513594559,          7
974, 1513594560,       1427
975, 1513594561,          7
976, 1513594562,      13180
977, 1513594563,       5475
978, 1513594564,      12410
979, 1513594565,       4608
980, 1513594566,       6276
981, 1513594567,        288
982, 1513594568,       1324
983, 1513594569,       4029
984, 1513594570,       4293
985, 1513594571,          6
986, 1513594572,          6
987, 1513594573,        861
988, 1513594574,          5
989, 1513594575,        710
990, 1513594576,       3453
991, 1513594577,       8612
992, 1513594578,       3460
993, 1513594579,       3551
994, 1513594580,       8841
995, 1513594581,        134
996, 1513594582,       4285
997, 1513594583,       1949
998, 1513594584,          3
999, 1513594585,       9578
1000, 1513594586,       9525
1001, 1513594587,        234
1002, 1513594588,          6
1003, 1513594589,        764
1004, 1513594590,       5590
1005, 1513594591,        242
1006, 1513594592,       4363
1007, 1513594593,       3725
1008, 1513594594,       3331
1009, 1513594595,       4627
1010, 1513594596,       1976
1011, 1513594597,       8574
1012, 1513594598,       8572
1013, 1513594599,       9020
1014, 1513594600,       9032
1015, 1513594601,        878
1016, 1513594602,        138
1017, 1513594603,          6
1018, 1513594604,          9
1019, 1513594605,       1929
1020, 1513594606,          9
1021, 1513594607,       6152
1022, 1513594608,      18683
1023, 1513594609,       2134
1024, 1513594610,      11363
1025, 1513594611,      18343
1026, 1513594612,       5179
1027, 1513594613,       6207
1028, 1513594614,       3436
1029, 1513594615,        249
1030, 1513594616,       1639
1031, 1513594617,      10483
1032, 1513594618,        105
1033, 1513594619,          2
1034, 1513594620,          6
1035, 1513594621,       2382
1036, 1513594622,          4
1037, 1513594623,       5127
1038, 1513594624,        284
1039, 1513594625,         11
1040, 1513594626,       6131
1041, 1513594627,          6
1042, 1513594628,      13339
1043, 1513594629,        314
1044, 1513594630,          7
1045, 1513594631,          9
1046, 1513594632,        466
1047, 1513594633,          7
1048, 1513594634,       9891
1049, 1513594635,       1304
1050, 1513594636,          9
1051, 1513594637,          7
1052, 1513594638,         65
1053, 1513594639,       6905
1054, 1513594640,      10736
1055, 1513594641,          9
1056, 1513594642,          8
1057, 1513594643,       1536
1058, 1513594644,       3387
1059, 1513594645,       3899
1060, 1513594646,        131
1061, 1513594647,          7
1062, 1513594648,          5
1063, 1513594649,       1775
1064, 1513594650,          4
1065, 1513594651,       4127
1066, 1513594652,        168
1067, 1513594653,       7497
1068, 1513594654,         27
1069, 1513594655,       3995
1070, 1513594656,       4807
1071, 1513594657,       3978
1072, 1513594658,       5254
1073, 1513594659,        193
1074, 1513594660,        348
1075, 1513594661,       2890
1076, 1513594662,       3905
1077, 1513594663,         55
1078, 1513594664,       3077
1079, 1513594665,          8
1080, 1513594666,        137
1081, 1513594667,         10
1082, 1513594668,      10566
1083, 1513594669,        108
1084, 1513594670,        206
1085, 1513594671,         94
1086, 0,          0
1087, 1513594673,       4087
1088, 1513594674,       2039
1089, 1513594675,       3442
1090, 1513594676,       1182
1091, 1513594677,          6
1092, 1513594678,         27
1093, 1513594679,         11
1094, 1513594680,       1447
1095, 1513594681,       1816
1096, 1513594682,          5
1097, 1513594683,      10303
1098, 1513594684,         10
1099, 1513594685,       7967
1100, 1513594686,       9170
1101, 1513594687,       9957
1102, 1513594688,       9295
1103, 1513594689,      16474
1104, 1513594690,       7381
1105, 1513594691,       5111
1106, 1513594692,          2
1107, 1513594693,          2
1108, 1513594694,        257
1109, 1513594695,          4
1110, 1513594696,       2583
1111, 1513594697,       6975
1112, 1513594698,      14608
1113, 1513594699,      13466
1114, 1513594700,      10337
1115, 1513594701,       8286
1116, 1513594702,       8603
1117, 1513594703,      12856
1118, 1513594704,       6777
1119, 1513594705,      12330
1120, 1513594706,       7245
1121, 1513594707,       4282
1122, 1513594708,          5
1123, 1513594709,          6
1124, 1513594710,       1757
1125, 1513594711,          5
1126, 1513594712,       3804
1127, 1513594713,       8999
1128, 1513594714,       3382
1129, 1513594715,      13169
1130, 1513594716,       6841
1131, 1513594717,        348
1132, 1513594718,       2643
1133, 1513594719,       2822
1134, 1513594720,       7116
1135, 1513594721,          4
1136, 1513594722,       5864
1137, 1513594723,       8606
1138, 1513594724,      11905
1139, 1513594725,       8128
1140, 1513594726,       7466
1141, 1513594727,       8932
1142, 1513594728,       2752
1143, 1513594729,          2
1144, 1513594730,          2
1145, 1513594731,        775
1146, 1513594732,      10926
1147, 1513594733,        941
1148, 1513594734,      11200
1149, 1513594735,      10418
1150, 1513594736,       3993
1151, 1513594737,      14393
1152, 1513594738,      10440
1153, 1513594739,        461
1154, 1513594740,          8
1155, 1513594741,       1211
1156, 1513594742,         36
1157, 1513594743,         38
1158, 1513594744,       2476
1159, 1513594745,        534
1160, 1513594746,       9258
1161, 1513594747,          6
1162, 1513594748,       6898
